/"3310231301";"Amande";"2";"0";"5";"22"/
/"0911219764";"Gaia 1";"2";"0";"5";"19"/
/"3212513733";"Hippie";"2";"0";"5";"39"/
/"3310311204";"Carline";"2";"0";"5";"22"/
/"3310388795";"Manon";"2";"0";"5";"24"/
/"3310419137";"Douine";"2";"0";"5";"12"/
/"3310424455";"Elsa";"2";"0";"5";"20"/
/"3310424457";"Excelle";"2";"1";"5";"38"/
/"3310428933";"Emeraude";"2";"0";"5";"24"/
/"3310428938";"Elegante";"2";"0";"5";"20"/
/"3310456311";"Flora";"2";"0";"5";"38"/
/"3310456312";"Galoe";"2";"0";"5";"22"/
/"3310456313";"Gajoue";"2";"0";"5";"22"/
/"3310456315";"Ginon";"2";"0";"5";"40"/
/"3310456316";"Garone";"2";"0";"5";"37"/
/"3310456317";"Galon";"1";"0";"5";"24"/
/"3310456318";"Gargale";"2";"0";"5";"37"/
/"3310460886";"Ivresse";"2";"0";"5";"232"/
/"3310498577";"Indienne";"2";"0";"5";"29"/
/"3310499703";"Giroflee";"2";"0";"5";"3"/
/"3310499704";"Hortune";"2";"0";"5";"21"/
/"3310500524";"Surprise";"2";"0";"5";"20"/
/"3310505723";"Hector";"1";"1";"5";"3"/
/"3310507511";"Joueuse";"2";"0";"5";"20"/
/"3310509704";"Imagine";"2";"0";"5";"15"/
/"3310509705";"Julian";"1";"0";"5";"9"/
/"3310509707";"Jiorne";"2";"1";"5";"43"/
/"3310512657";"Isis";"2";"0";"5";"21"/
/"3310534406";"Jachaire";"2";"0";"5";"458"/
/"3320493134";"Estuaire";"2";"0";"5";"460"/
/"3320513246";"Gironde";"2";"0";"5";"29"/
/"3320530430";"Iondalar";"1";"1";"5";"29"/
/"3320537232";"Jalle";"2";"0";"5";"29"/
/"3330161710";"Ciorne";"2";"0";"5";"7"/
/"3330161752";"Deesse";"2";"0";"5";"12"/
/"3330209787";"Jeunette";"2";"0";"5";"2"/
/"3340013780";"Diane";"2";"1";"5";"31"/
/"3340021730";"Edouard";"1";"1";"5";"12"/
/"3340021732";"Ellebore";"2";"0";"5";"28"/
/"3340021745";"Fitnes";"1";"0";"5";"20"/
/"3340021749";"Galinette";"2";"0";"5";"27"/
/"3340024645";"Ficaire";"2";"0";"5";"169"/
/"3340024646";"Frenette";"2";"1";"5";"13"/
/"3340024647";"Fillette";"2";"0";"5";"13"/
/"3340024656";"Gamine";"2";"0";"5";"20"/
/"3340024658";"Irvin";"1";"0";"5";"458"/
/"3340024659";"Iphigenie";"2";"0";"5";"9"/
/"3340024660";"Inesse";"2";"0";"5";"29"/
/"3340024661";"Irchie";"2";"1";"5";"12"/
/"3340024662";"Ialine";"2";"0";"5";"232"/
/"3340024663";"Jasmine";"2";"0";"5";"15"/
/"3340026030";"Galiurn";"2";"0";"5";"460"/
/"3340026033";"Hulule";"2";"0";"5";"13"/
/"3340026034";"Hermine";"2";"0";"5";"13"/
/"3340026500";"Jonquille";"2";"0";"5";"20"/
/"3340026501";"Gaia 2";"2";"0";"5";"20"/
/"3340026503";"Jadis";"2";"0";"5";"20"/
/"3340027171";"Justesse";"2";"0";"5";"42"/
/"4004319314";"Joli cœur";"2";"0";"5";"37"/
/"4430081038";"Ivanea";"2";"0";"5";"23"/
/"4430085978";"Elvina";"2";"0";"5";"54"/
/"4490806168";"Isa-Bella";"2";"0";"5";"464"/
/"4728001397";"Irlande";"2";"0";"5";"27"/
/"6411459213";"Burgala";"2";"1";"5";"36"/
/"6411817452";"Bibane";"2";"0";"5";"4"/
/"6411866604";"Dulcania";"2";"1";"5";"36"/
/"6411873308";"BPN";"2";"0";"5";"32"/
